Respondent_Serial,comp,treatment,treatment_kantar,treatmentgroup,y,workp,org_strictp,org_weakp,cr1,cr2,cr3,crt,understanding1,understanding2,age,gender,education,indincome,occupation,stortingsvalg,leftp
6514,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,0,TRUE,TRUE,TRUE,10,500,24,0,NA,2,43,Kvinne,Universitet/hoyskole I,500.000 - 599.999 kroner,national insurance,Husker ikke/vet ikke,TRUE
4011,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,10,100,NA,0,NA,1 Ingen kontroll,66,Mann,Fagutdanning,300.000-399.000 kroner,retired,H,FALSE
1105,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,0,TRUE,TRUE,TRUE,10,5,47,2,NA,4,50,Mann,Universitet/hoyskole II,400.000 - 499.000 kr,unemployed,Frp,FALSE
3902,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,5,5,47,3,NA,1 Ingen kontroll,61,Mann,Universitet/hoyskole II,700-000 - 799.999 kroner,self-employed,R,TRUE
3658,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,500,47,1,NA,1 Ingen kontroll,53,Mann,Fagutdanning,600.000 - 699.999 kroner,working fulltime,V,TRUE
3038,1,Base (w),T1 NO CHOICE,Base,3,TRUE,TRUE,TRUE,5,100,47,2,NA,1 Ingen kontroll,51,Mann,Universitet/hoyskole I,800.000 - 999.999 kroner,working fulltime,Frp,FALSE
1638,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,10,500,24,0,NA,1 Ingen kontroll,76,Mann,Fagutdanning,400.000 - 499.000 kr,retired,Sp,TRUE
468,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,10,100,47,1,Ja,1 Ingen kontroll,74,Mann,Universitet/hoyskole I,600.000 - 699.999 kroner,self-employed,H,FALSE
3428,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,1,FALSE,FALSE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,50,Mann,Universitet/hoyskole II,500.000 - 599.999 kroner,working fulltime,H,FALSE
1504,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,10,NA,NA,0,NA,1 Ingen kontroll,44,Kvinne,Videregaaende,200.000 - 299.999 kroner,national insurance,MDG,TRUE
2657,2,Base (w),T1 NO CHOICE,Base,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,59,Kvinne,Videregaaende,300.000-399.000 kroner,national insurance,Stemte ikke,TRUE
5691,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,0,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,48,Mann,Universitet/hoyskole I,Under 200.000 kroner,student,H,FALSE
870,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,90,1,12,0,Ja,1 Ingen kontroll,58,Mann,Fagutdanning,300.000-399.000 kroner,national insurance,H,FALSE
1744,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,10,1,47,1,NA,1 Ingen kontroll,72,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,retired,H,FALSE
1717,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,5,100,NA,1,NA,1 Ingen kontroll,27,Mann,Universitet/hoyskole I,Under 200.000 kroner,student,KrF,TRUE
805,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,47,Mann,Universitet/hoyskole II,Under 200.000 kroner,working fulltime,H,FALSE
3232,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,5,100,47,2,NA,1 Ingen kontroll,75,Mann,Universitet/hoyskole II,500.000 - 599.999 kroner,retired,Vil ikke oppgi parti,TRUE
1275,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,2,TRUE,TRUE,TRUE,10,1,47,1,NA,4,41,Mann,Videregaaende,400.000 - 499.000 kr,working fulltime,Ap,TRUE
4265,2,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,46,Kvinne,Universitet/hoyskole II,Under 200.000 kroner,working parttime,Vil ikke oppgi parti,TRUE
5944,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,2,TRUE,FALSE,FALSE,10,1,24,0,NA,1 Ingen kontroll,56,Kvinne,Universitet/hoyskole II,600.000 - 699.999 kroner,working fulltime,Ap,TRUE
4725,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,2,TRUE,TRUE,TRUE,10,5,12,1,Vet ikke,2,48,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,Vil ikke oppgi parti,TRUE
3516,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,3,TRUE,FALSE,FALSE,10,5,47,2,NA,2,56,Mann,Videregaaende,1.000.000 kroner eller mer,working fulltime,H,FALSE
6678,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,0,TRUE,TRUE,TRUE,10,100,47,1,NA,4,35,Mann,Videregaaende,700-000 - 799.999 kroner,working fulltime,Stemte ikke,TRUE
1459,2,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,73,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,retired,Sp,TRUE
6155,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,2,FALSE,FALSE,TRUE,10,5,NA,1,NA,1 Ingen kontroll,53,Mann,Fagutdanning,200.000 - 299.999 kroner,national insurance,Husker ikke/vet ikke,TRUE
5686,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,10,100,47,1,NA,7 Full kontroll,73,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,retired,V,TRUE
6517,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,40,Kvinne,Universitet/hoyskole II,500.000 - 599.999 kroner,working fulltime,SV,TRUE
3474,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,5,5,47,3,NA,1 Ingen kontroll,71,Mann,Videregaaende,500.000 - 599.999 kroner,working parttime,H,FALSE
5894,1,Base (w),T1 NO CHOICE,Base,2,TRUE,TRUE,TRUE,10,5,24,1,NA,1 Ingen kontroll,73,Mann,Universitet/hoyskole I,300.000-399.000 kroner,retired,R,TRUE
6474,2,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,54,Mann,Universitet/hoyskole I,800.000 - 999.999 kroner,self-employed,Sp,TRUE
4678,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,5,5,47,3,NA,1 Ingen kontroll,30,Mann,Fagutdanning,400.000 - 499.000 kr,working fulltime,Andre partier og lister,TRUE
1413,1,Base (w),T1 NO CHOICE,Base,5,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,4,35,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,V,TRUE
4531,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,400,24,0,NA,1 Ingen kontroll,62,Mann,Universitet/hoyskole II,600.000 - 699.999 kroner,working fulltime,SV,TRUE
2169,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,2,TRUE,TRUE,TRUE,10,100,NA,0,Ja,1 Ingen kontroll,70,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,retired,Frp,FALSE
4968,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,0,TRUE,FALSE,FALSE,10,5,24,1,NA,7 Full kontroll,42,Kvinne,Videregaaende,400.000 - 499.000 kr,working fulltime,H,FALSE
2229,2,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,75,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,retired,Vil ikke oppgi parti,TRUE
2445,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,100,2,0,NA,1 Ingen kontroll,48,Mann,Universitet/hoyskole I,300.000-399.000 kroner,working fulltime,H,FALSE
4710,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,5,5,47,3,NA,1 Ingen kontroll,29,Kvinne,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,Ap,TRUE
1335,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,0,FALSE,FALSE,TRUE,5,5,47,3,NA,1 Ingen kontroll,43,Mann,Universitet/hoyskole I,600.000 - 699.999 kroner,working fulltime,Frp,FALSE
6462,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,10,NA,24,0,NA,1 Ingen kontroll,38,Kvinne,Videregaaende,Under 200.000 kroner,unemployed,Frp,FALSE
4642,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,NA,NA,24,0,Vet ikke,Vet ikke,40,Kvinne,Fagutdanning,200.000 - 299.999 kroner,national insurance,Ap,TRUE
6524,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,3,FALSE,FALSE,TRUE,10,5,47,2,Nei,1 Ingen kontroll,29,Mann,Universitet/hoyskole I,Under 200.000 kroner,student,Ap,TRUE
6143,2,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,42,Kvinne,Universitet/hoyskole II,Under 200.000 kroner,working fulltime,Frp,FALSE
2022,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,0,TRUE,FALSE,FALSE,10,100,24,0,NA,1 Ingen kontroll,28,Kvinne,Fagutdanning,Under 200.000 kroner,student,H,FALSE
790,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,38,Kvinne,Universitet/hoyskole II,Under 200.000 kroner,working fulltime,Vil ikke oppgi parti,TRUE
2011,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,0,FALSE,FALSE,TRUE,10,100,24,0,Vet ikke,1 Ingen kontroll,54,Mann,Fagutdanning,500.000 - 599.999 kroner,working fulltime,H,FALSE
3891,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,0,FALSE,FALSE,TRUE,5,5,47,3,Nei,2,36,Mann,Universitet/hoyskole II,800.000 - 999.999 kroner,working fulltime,Ap,TRUE
1840,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,5,100,NA,1,NA,Vet ikke,72,Kvinne,Videregaaende,200.000 - 299.999 kroner,retired,Ap,TRUE
3782,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,5,NA,1,NA,Vet ikke,42,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,Frp,FALSE
3427,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,10,100,24,0,NA,1 Ingen kontroll,71,Kvinne,Universitet/hoyskole II,300.000-399.000 kroner,retired,V,TRUE
1937,2,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,70,Kvinne,Videregaaende,200.000 - 299.999 kroner,retired,Ap,TRUE
4533,2,Base (nw),T2 NO CHOICE – NO WORK,Base,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,33,Kvinne,Fagutdanning,300.000-399.000 kroner,working fulltime,H,FALSE
3208,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,0,FALSE,FALSE,TRUE,NA,5,NA,1,Ja,1 Ingen kontroll,44,Kvinne,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,H,FALSE
3599,1,Base (nw),T2 NO CHOICE – NO WORK,Base,2,FALSE,FALSE,TRUE,5,5,47,3,NA,1 Ingen kontroll,79,Mann,Universitet/hoyskole I,300.000-399.000 kroner,retired,Sp,TRUE
2163,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,5,5,NA,2,Ja,1 Ingen kontroll,55,Kvinne,Videregaaende,Under 200.000 kroner,national insurance,KrF,TRUE
7008,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,10,500,24,0,NA,1 Ingen kontroll,65,Mann,Grunnskole,200.000 - 299.999 kroner,working parttime,Husker ikke/vet ikke,TRUE
4198,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,2,TRUE,TRUE,TRUE,10,5,47,2,Ja,3,47,Kvinne,Videregaaende,Under 200.000 kroner,working parttime,Vil ikke oppgi parti,TRUE
6257,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,2,FALSE,FALSE,TRUE,5,5,47,3,Ja,4,59,Mann,Universitet/hoyskole II,600.000 - 699.999 kroner,working fulltime,Ap,TRUE
4986,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,100,47,1,NA,1 Ingen kontroll,36,Kvinne,Fagutdanning,200.000 - 299.999 kroner,national insurance,H,FALSE
3370,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,10,5,47,2,Ja,1 Ingen kontroll,66,Kvinne,Videregaaende,200.000 - 299.999 kroner,national insurance,SV,TRUE
4414,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,47,Kvinne,Videregaaende,Under 200.000 kroner,unemployed,R,TRUE
6664,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,5,FALSE,FALSE,TRUE,NA,NA,NA,0,Vet ikke,Vet ikke,39,Kvinne,Universitet/hoyskole I,Under 200.000 kroner,working fulltime,Vil ikke oppgi parti,TRUE
1303,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,100,24,0,NA,4,36,Kvinne,Videregaaende,200.000 - 299.999 kroner,working fulltime,Stemte ikke,TRUE
3012,2,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,Vet ikke,65,Kvinne,Universitet/hoyskole II,Under 200.000 kroner,retired,Vil ikke oppgi parti,TRUE
3831,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,105,5,NA,1,NA,1 Ingen kontroll,65,Kvinne,Universitet/hoyskole I,200.000 - 299.999 kroner,retired,Ap,TRUE
3541,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,1 Ingen kontroll,27,Kvinne,Fagutdanning,Under 200.000 kroner,student,R,TRUE
5969,1,Base (nw),T2 NO CHOICE – NO WORK,Base,0,FALSE,FALSE,TRUE,5,5,47,3,NA,4,56,Mann,Universitet/hoyskole II,800.000 - 999.999 kroner,working fulltime,Frp,FALSE
3924,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,5,5,47,3,NA,5,26,Kvinne,Videregaaende,500.000 - 599.999 kroner,working fulltime,Ap,TRUE
6018,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,5,100,47,2,NA,1 Ingen kontroll,56,Kvinne,Fagutdanning,400.000 - 499.000 kr,working fulltime,Ap,TRUE
725,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,5,5,47,3,NA,2,49,Kvinne,Videregaaende,400.000 - 499.000 kr,working fulltime,KrF,TRUE
2620,1,Base (w),T1 NO CHOICE,Base,2,TRUE,TRUE,TRUE,10,500,24,0,NA,1 Ingen kontroll,73,Mann,Universitet/hoyskole I,Under 200.000 kroner,self-employed,Frp,FALSE
156,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,5,5,NA,2,NA,1 Ingen kontroll,44,Kvinne,Universitet/hoyskole I,700-000 - 799.999 kroner,working fulltime,Frp,FALSE
6110,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,5,5,47,3,Ja,2,39,Kvinne,Universitet/hoyskole II,400.000 - 499.000 kr,working fulltime,Sp,TRUE
4483,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,10,5,24,1,Ja,1 Ingen kontroll,68,Mann,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,Ap,TRUE
5832,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,44,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,V,TRUE
4516,2,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,0,NA,NA,48,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,Ap,TRUE
3644,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,5,5,47,3,NA,5,37,Kvinne,Universitet/hoyskole I,600.000 - 699.999 kroner,working fulltime,V,TRUE
4881,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,0,FALSE,FALSE,TRUE,10,5,47,2,Vet ikke,1 Ingen kontroll,39,Kvinne,Universitet/hoyskole I,600.000 - 699.999 kroner,self-employed,Vil ikke oppgi parti,TRUE
6682,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,0,FALSE,FALSE,TRUE,5,100,47,2,NA,7 Full kontroll,46,Kvinne,Universitet/hoyskole II,Onsker ikke aa svare,working fulltime,Vil ikke oppgi parti,TRUE
3731,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,10,5,47,2,NA,3,39,Kvinne,Fagutdanning,400.000 - 499.000 kr,working fulltime,H,FALSE
1578,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,2,TRUE,TRUE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,57,Kvinne,Universitet/hoyskole II,500.000 - 599.999 kroner,working fulltime,SV,TRUE
7105,2,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,75,Mann,Videregaaende,400.000 - 499.000 kr,retired,Sp,TRUE
6148,2,Base (nw),T2 NO CHOICE – NO WORK,Base,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,63,Kvinne,Universitet/hoyskole I,Under 200.000 kroner,retired,H,FALSE
4757,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,57,Mann,Universitet/hoyskole II,400.000 - 499.000 kr,working fulltime,SV,TRUE
2504,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,100,47,1,NA,1 Ingen kontroll,29,Mann,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,Sp,TRUE
5393,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,100,24,0,NA,Vet ikke,34,Mann,Universitet/hoyskole I,200.000 - 299.999 kroner,working fulltime,Vil ikke oppgi parti,TRUE
4293,2,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,NA,5,NA,1,NA,1 Ingen kontroll,67,Mann,Universitet/hoyskole II,300.000-399.000 kroner,retired,Frp,FALSE
2613,1,Base (nw),T2 NO CHOICE – NO WORK,Base,1,FALSE,FALSE,TRUE,10,500,47,1,NA,1 Ingen kontroll,53,Mann,Fagutdanning,300.000-399.000 kroner,national insurance,Frp,FALSE
456,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,10,100,47,1,NA,1 Ingen kontroll,74,Mann,Videregaaende,300.000-399.000 kroner,retired,Ap,TRUE
5171,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,2,TRUE,TRUE,TRUE,10,100,47,1,Ja,7 Full kontroll,58,Kvinne,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,Vil ikke oppgi parti,TRUE
332,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,2,FALSE,FALSE,TRUE,10,5,24,1,Ja,1 Ingen kontroll,56,Kvinne,Videregaaende,400.000 - 499.000 kr,working fulltime,H,FALSE
3707,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,1,TRUE,FALSE,FALSE,10,100,47,1,NA,1 Ingen kontroll,75,Kvinne,Universitet/hoyskole II,500.000 - 599.999 kroner,retired,Ap,TRUE
1756,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,5,1,NA,1,NA,1 Ingen kontroll,67,Kvinne,Universitet/hoyskole II,300.000-399.000 kroner,retired,KrF,TRUE
5999,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,5,5,47,3,Vet ikke,5,78,Mann,Universitet/hoyskole II,600.000 - 699.999 kroner,retired,V,TRUE
1169,2,Base (nw),T2 NO CHOICE – NO WORK,Base,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,61,Mann,Fagutdanning,700-000 - 799.999 kroner,working fulltime,Ap,TRUE
798,2,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,69,Kvinne,Grunnskole,Under 200.000 kroner,retired,H,FALSE
5762,2,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,59,Kvinne,Universitet/hoyskole I,700-000 - 799.999 kroner,working fulltime,Ap,TRUE
200,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,2,FALSE,FALSE,TRUE,10,100,12,0,Nei,1 Ingen kontroll,71,Kvinne,Universitet/hoyskole I,700-000 - 799.999 kroner,retired,H,FALSE
2088,1,Base (nw),T2 NO CHOICE – NO WORK,Base,0,FALSE,FALSE,TRUE,105,5,47,2,NA,1 Ingen kontroll,38,Mann,Fagutdanning,300.000-399.000 kroner,working fulltime,Ap,TRUE
1236,2,Base (nw),T2 NO CHOICE – NO WORK,Base,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,56,Mann,Universitet/hoyskole II,Onsker ikke aa svare,other,V,TRUE
3656,2,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,67,Mann,Fagutdanning,400.000 - 499.000 kr,self-employed,Husker ikke/vet ikke,TRUE
991,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,10,5,47,2,NA,1 Ingen kontroll,69,Mann,Videregaaende,300.000-399.000 kroner,retired,Husker ikke/vet ikke,TRUE
5744,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,0,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,58,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,national insurance,H,FALSE
396,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,5,5,47,3,NA,4,33,Kvinne,Universitet/hoyskole I,300.000-399.000 kroner,student,V,TRUE
2074,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,1,TRUE,FALSE,FALSE,9,5,47,2,NA,1 Ingen kontroll,43,Mann,Fagutdanning,Under 200.000 kroner,working fulltime,Frp,FALSE
5580,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,10,100,24,0,NA,2,22,Kvinne,Videregaaende,Under 200.000 kroner,student,H,FALSE
5251,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,5,5,24,2,Ja,1 Ingen kontroll,52,Kvinne,Universitet/hoyskole I,600.000 - 699.999 kroner,working fulltime,V,TRUE
3362,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,10,20,24,0,NA,4,65,Mann,Universitet/hoyskole II,200.000 - 299.999 kroner,retired,R,TRUE
6604,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,10,100,24,0,Ja,1 Ingen kontroll,60,Kvinne,Universitet/hoyskole II,1.000.000 kroner eller mer,self-employed,Ap,TRUE
6396,2,Base (w),T1 NO CHOICE,Base,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,74,Mann,Grunnskole,300.000-399.000 kroner,retired,Ap,TRUE
6771,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,10,100,24,0,NA,7 Full kontroll,47,Kvinne,Universitet/hoyskole II,Under 200.000 kroner,working fulltime,Ap,TRUE
3926,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,3,TRUE,TRUE,TRUE,10,100,24,0,NA,1 Ingen kontroll,70,Mann,Videregaaende,300.000-399.000 kroner,retired,Frp,FALSE
380,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,0,TRUE,FALSE,FALSE,10,5,47,2,NA,1 Ingen kontroll,53,Mann,Universitet/hoyskole II,700-000 - 799.999 kroner,working fulltime,H,FALSE
778,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,1,FALSE,FALSE,TRUE,5,5,47,3,NA,3,44,Mann,Universitet/hoyskole II,800.000 - 999.999 kroner,working fulltime,Hadde ikke stemmerett,TRUE
4250,1,Base (nw),T2 NO CHOICE – NO WORK,Base,8,FALSE,FALSE,TRUE,10,100,24,0,NA,Vet ikke,46,Mann,Fagutdanning,600.000 - 699.999 kroner,working fulltime,Frp,FALSE
5338,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,51,Mann,Universitet/hoyskole II,600.000 - 699.999 kroner,working fulltime,Vil ikke oppgi parti,TRUE
